created_at,user_name,user_id,bear_bull_tag,text
2022-07-17T02:37:44Z,TradingMainCast,6560655,NIL,"$ETH.X After the shooting, the price stabilized. 
https://www.tradingmain.com/2022/03/ethereum.html"
2022-07-17T02:35:01Z,dreamchasers,3408882,NIL,$ADA.X  burn tax ready binance tweet coming $BTC.X $ETH.X $XRP.X $APE.X
2022-07-17T02:33:48Z,FullDegenerate,6252585,Bullish,$ETH.X are we replicating the candle that $ETC.X had?
2022-07-17T02:32:29Z,blackeagle7,6641050,Bullish,"$ETH.X 

I really don&#39;t get these bears!!!

We were focking at sub $800 literally couple of weeks ago!!

Why did not you buy it then?

What kind of losers are you?

Must be special kind !!!"
2022-07-17T02:30:22Z,nvolkstb,6748966,NIL,"$ETH.X 
 back to 4k"
2022-07-17T02:30:13Z,nvolkstb,6748966,NIL,"$ETH.X 
 time to sell. Fed raise rates again into a recession this is gonna hit hard"
2022-07-17T02:29:52Z,LoudPackInvestments,4674574,Bullish,$ETH.X $COMP.X $SPELL.X $AAVE.X bears
2022-07-17T02:28:16Z,randytime,2254153,Bullish,$ETH.X back to 4k
2022-07-17T02:28:07Z,STOCKRISING1,3657798,Bearish,$ETH.X time to sell. Fed raise rates again into a recession this is gonna hit hard
2022-07-17T02:23:20Z,achendye,6748962,NIL,"$BTC.X 
  
$ETH.X 
   
When global governments become dependent upon the tax revenues"
2022-07-17T02:23:13Z,achendye,6748962,NIL,"$ETH.X 
 back to 2k"
2022-07-17T02:21:13Z,achendye,6748962,NIL,"$ETH.X 
 Permanent 90% cut to supply"
2022-07-17T02:21:06Z,Hamtaro_,6333586,Bullish,$ETH.X back to 2k
2022-07-17T02:19:30Z,DJAK313,5810039,NIL,"$ETH.X Anything over 1k is too much for this. The merge date is still two months away.  
 
Next week historic rate hike will sink this under 1k. I’m a buyer at 700."
2022-07-17T02:19:28Z,achendye,6748962,NIL,"$ETH.X 
 all set . Got your order ready BEARS"
2022-07-17T02:18:21Z,CriticalThinking4Dummies,5950734,Bullish,"$ETC.X $BTC.X $ETH.X $SPY 

Short Inflation 

Short Oil Stocks 

Long  Tech Stocks and Crypto 

Thank me later"
2022-07-17T02:16:33Z,TopStonks,3057652,NIL,"$ETH.X seeing an uptick in chatter on 4chan over the last 24 hours

Via topstonks.com/crypto/ETH?st_eth

#eth.x    #4chan  #altcoin"
2022-07-17T02:16:15Z,Andrewfritzen01,3329758,Bullish,$ETH.X all set . Got your order ready BEARS 🐻!!!
2022-07-17T02:12:59Z,Decrypt,2942766,NIL,"$ETH.X How Ethereum Stakers on Lido Finance Are Trading the Merge 
► https://decrypt.co/?p=105258"
2022-07-17T02:12:20Z,DeFi_Wookie,2841306,Bullish,$ETH.X Permanent 90% cut to supply. These events also dramatically increase demand for the asset as an investment. Less supply plus much higher demand… price does what?
2022-07-17T02:09:04Z,BullnBearTrading,1578839,Bullish,"$BTC.X $ETH.X  
When global governments become dependent upon the tax revenues from an industry, then they are much more likely to support its growth.  
 
The crypto industry is becoming an integral source of tax revenue globally: 
 
https://news.bitcoin.com/india-calls-on-g20-to-bring-crypto-within-global-automatic-exchange-of-information-framework/?utm_source=OneSignalPush&amp;utm_medium=notification&amp;utm_campaign=PushNotifications"
2022-07-17T02:08:41Z,Pilliam,3727754,NIL,$ETH.X  $ROSE.X 💰💰
2022-07-17T02:06:39Z,Jeff_HODLman,4797931,Bullish,$ETH.X $BTC.X but the charth are telling uth that ith gonna go lowerrr
2022-07-17T02:06:18Z,shishelp,6748946,NIL,"$ETH.X 
  We are moving moving moving into greener pastures!"
2022-07-17T02:05:44Z,Jinx1220,5731059,Bullish,$ETH.X  We are moving moving moving into greener pastures!
2022-07-17T02:02:56Z,Hman99,5152497,NIL,"$ETH.X won&#39;t break $1,400, sell, this will dump."
2022-07-17T02:02:52Z,OldmanSachss,6229183,NIL,"$BTC.X $ETH.X 
Falling Axe ...take shelter ."
2022-07-17T02:02:12Z,Kavenyes,4451342,Bullish,$ETH.X
2022-07-17T02:01:54Z,oldswedebich,1791322,NIL,$ETH.X ok I have an order set for $1K if it drops that low again anytime soon
2022-07-17T01:58:21Z,CriticalThinking4Dummies,5950734,Bullish,"$ETC.X $ETH.X 

Cooling off!"
2022-07-17T01:57:01Z,Bearswin2,4303359,NIL,$ETH.X dont let them trick you into losing more money. You got fuckt at 4.8k. They are doing the samething.
2022-07-17T01:56:25Z,ModeratelyModerate,5778431,Bullish,"$ETH.X Waaaahhhh! It&#39;s going up after I sold and lost all my money!!! Waaaahhhhh!

Said every perma-bear ever. Keep crying. Personal responsibility might get you a bit further in life, though."
2022-07-17T01:56:22Z,Bearswin2,4303359,NIL,$ETH.X take profit
2022-07-17T01:51:40Z,coachmc,1158794,Bearish,$ETH.X nice barting
2022-07-17T01:44:40Z,91baby,3368077,Bullish,"I think it’s time for some food pics 🤗📸. Made some slow roasted chicken in honey and moscato wine🤤😍🔥💕

$SPY $BTC.X $ETH.X $TSLA"
2022-07-17T01:44:31Z,Jhymen,6163437,Bullish,$ETH.X added here
2022-07-17T01:44:20Z,Jhymen,6163437,Bullish,$ETH.X
2022-07-17T01:44:10Z,Hamtaro_,6333586,Bullish,$ETH.X yes dood
2022-07-17T01:42:59Z,Shelby_Company,3087571,NIL,$ETH.X eth merge is going to collapse this shit coin
2022-07-17T01:39:49Z,TraderDude69,6689417,Bearish,$ETH.X $1200 again by morning 🔝
2022-07-17T01:39:16Z,msukfan,4738591,Bullish,$ETH.X Those shorts better be applying a heavy dose of Vaseline!
2022-07-17T01:36:39Z,hamoodipal,4088002,NIL,"$ETH.X 

I think I’ll get my chance to buy at lower price 🥵"
2022-07-17T01:31:27Z,FullDegenerate,6252585,Bullish,$ETH.X hold the line
2022-07-17T01:27:42Z,LionsCoins,5105196,Bullish,$ETC.X $ETH.X
2022-07-17T01:27:17Z,averypio,6748901,NIL,"$ETH.X 
 oh nice"
2022-07-17T01:27:11Z,averypio,6748901,NIL,"$ETH.X 
 Im expecting a similar relief rally"
2022-07-17T01:26:48Z,Hamtaro_,6333586,Bullish,$ETH.X
2022-07-17T01:26:20Z,Bearswin2,4303359,NIL,$ETH.X profit taking
2022-07-17T01:25:49Z,averypio,6748901,NIL,"$ETH.X 
  
 
$3000 again soon"
2022-07-17T01:23:38Z,Deep_Value_Crypto,6289096,Bullish,"$ETH.X 

$3000 again soon"
2022-07-17T01:23:11Z,AbimaelP,6178049,Bullish,$ETH.X Im expecting a similar relief rally like $CCL had. 100-200% then we can  keep dumping!
2022-07-17T01:22:22Z,straightcashtd,720944,Bullish,$ETH.X oh nice
2022-07-17T01:20:11Z,The1albatross,6037877,Bullish,$ETH.X $1800 inbound
2022-07-17T01:19:32Z,Azir83,4831400,NIL,$ETH.X oh well.... we meet again next pop...
2022-07-17T01:19:31Z,n3wb1e123,3744846,Bearish,$ETH.X haha baggies
2022-07-17T01:19:24Z,Momentumdt78,1316284,Bullish,$ETH.X obvi
2022-07-17T01:18:56Z,mak82,880628,NIL,$ETH.X $1200 soon. No support at all
2022-07-17T01:17:25Z,Illini75,4959732,Bullish,"$ETH.X 

Bears=suck"
2022-07-17T01:07:19Z,OptionWheelStrategy,4406603,Bullish,"$ETH.X  
 
Well September 19 is also my birthday"
2022-07-17T01:01:08Z,STCKPRO,1555408,NIL,"$ETH.X NEW ARTICLE : Crypto Market Daily Highlights – ETH on the Move towards $1,500 https://www.stck.pro/news/ETH.X/31313139"
2022-07-17T00:58:52Z,John88888888,6730405,Bullish,$ETH.X if it does people just buy more.
2022-07-17T00:57:10Z,Ethman1994,6005288,Bearish,$ETH.X lots of paid pumper out tonight.  This is going back to 900 Monday. Mark it. Don&#39;t be fools. Be careful.
2022-07-17T00:56:39Z,Dirk_Diggler,1225896,Bullish,$ETH.X dam I got scared and sold my 30 on the dip fml
